,layer_id,name,D,Lambda,M,N,Q,alpha,alpha_weighted,best_fit,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,max_rand_eval,norm,num_evals,num_fingers,num_pl_spikes,rand_W_scale,rand_bulk_max,rand_bulk_min,rand_distance,rand_mp_softrank,rand_num_spikes,rand_sigma_mp,rank_loss,rf,sigma,spectral_norm,stable_rank,sv_max,warning,weak_rank_loss,ww_maxdist,ww_softrank,xmax,xmin
0,55,Conv2d,0.09549248851019265,-1.0,96.0,96.0,1.0,2.310889553057656,-0.7328847435245167,power_law,0.8471923004902838,True,0.4817880297857555,LAYER_TYPE.CONV2D,0.34404959577000005,1.403508489000143,-0.31714399442188806,model.4.m.0.cv2.conv,864.0,0.1834152875128035,25.322611320069406,864.0,0.0,152.0,5.841207400143193,0.11996300527629732,0.0,0.18259782727646606,0.6540512893066406,11.0,1.0115708351322004,0.0,9.0,0.10632718312124156,0.4817880297857555,52.55965228386853,0.6941095229038106,success,5.0,0.313349397101518,0.34961149358388977,0.4817880297857555,0.04555884422974591
0,59,Conv2d,0.1320590878320066,-1.0,96.0,96.0,1.0,5.812891933265333,6.981135000319501,power_law,0.8648648181651654,True,15.884534891825318,LAYER_TYPE.CONV2D,7.206180990368839,2.435452136729498,1.2009745029610277,model.4.m.1.cv1.conv,96.0,13.71519653865436,272.5537342940603,96.0,0.0,9.0,0.5934847284321844,11.554191075677595,0.0,0.04410651584090881,0.8424371494140623,5.0,1.008670513255463,0.0,1.0,1.6042973110884444,15.884534891825318,17.15843341653806,3.9855407276585844,success,0.0,2.7099104236187284,0.829399447823094,15.884534891825318,8.362383685002216
0,62,Conv2d,0.1207959128038899,-1.0,96.0,96.0,1.0,2.4369407717332607,-0.7021606670977657,power_law,0.8781950846018202,True,0.5150720454686992,LAYER_TYPE.CONV2D,0.5200751848311471,1.6023806991658829,-0.2881320199663112,model.4.m.1.cv2.conv,864.0,0.2986594022946389,40.02954919253458,864.0,0.0,198.0,4.645864313012105,0.18939142020506156,0.0,0.11760976830407387,0.634138482666016,10.0,1.0109197385225566,0.0,9.0,0.10211893396470496,0.5150720454686992,77.71640791747679,0.7176851994215147,success,5.0,0.23190065839917473,0.5497704438839183,0.5150720454686992,0.06400945950876248
0,66,Conv2d,0.15832500729881793,-1.0,96.0,96.0,1.0,5.123333505677555,4.8472333800410325,lognormal,0.862350078398331,True,8.833021369774276,LAYER_TYPE.CONV2D,5.2135143271804685,2.206241879441114,0.9461092811290628,model.4.m.2.cv1.conv,96.0,8.44944247073162,160.78364849981745,96.0,0.0,14.0,0.7727066979520987,6.820008441089723,0.0,0.050366796649708154,0.807154846572876,4.0,1.0089674068073882,0.0,1.0,1.1020072335464939,8.833021369774276,18.202565324929832,2.97203993408135,success,0.0,0.7173774211102462,0.9187845935066974,8.833021369774276,4.302094816336499
0,69,Conv2d,0.11570997291500784,-1.0,96.0,96.0,1.0,2.7128996485202235,-0.22587835387148641,power_law,0.8798880696311755,True,0.8255419396975567,LAYER_TYPE.CONV2D,0.989164143135724,1.8378948895951392,-0.08326085854104257,model.4.m.2.cv2.conv,864.0,0.459813341381468,68.84856449914636,864.0,0.0,146.0,3.542496472321724,0.32533205249610386,0.0,0.11899161201916265,0.7075306939086908,9.0,1.0102825630113779,0.0,9.0,0.14176058357002633,0.8255419396975567,83.398021576432,0.9085933852376192,success,2.0,0.36957468708658936,0.5523247586646104,0.8255419396975567,0.1497675140801032
0,73,Conv2d,0.16972337787798564,-1.0,96.0,96.0,1.0,6.212616456913929,4.44322092270247,power_law,0.8632319456122434,True,5.190308599956315,LAYER_TYPE.CONV2D,4.764489603652386,1.9886339329167775,0.7151931804445574,model.4.m.3.cv1.conv,96.0,5.088809026903422,97.4168164616844,96.0,0.0,10.0,0.992701435884243,4.125156202711518,0.0,0.0475528338078689,0.8106329360961904,5.0,1.0081121603954415,0.0,1.0,1.6483740572724965,5.190308599956315,18.768983497918473,2.2782248791452337,under-trained,0.0,0.2542883473574058,0.9510070851356418,5.190308599956315,2.9883643428500086
0,76,Conv2d,0.12215189885732824,-1.0,96.0,96.0,1.0,3.5189804267777607,0.40934105485764544,power_law,0.882909406832299,True,1.3071449992303692,LAYER_TYPE.CONV2D,1.3159586847328173,2.0105677954011565,0.1163237657540677,model.4.m.3.cv2.conv,864.0,0.6441680790812112,102.46317176330514,864.0,0.0,78.0,2.9038419406478733,0.48433841929862415,0.0,0.11033937315259185,0.7518820553627013,7.0,1.0104560718127493,0.0,9.0,0.28521836867002104,1.3071449992303692,78.38699748201935,1.143304421066572,success,5.0,0.6478469702609828,0.5043801792131499,1.3071449992303692,0.36621469000867307
0,80,Conv2d,0.12817622162265097,-1.0,96.0,96.0,1.0,6.858181993945434,3.5506801868259092,power_law,0.8707852527987797,True,3.2940415291770595,LAYER_TYPE.CONV2D,3.7564567097306294,1.7925118147519983,0.5177290701764016,model.4.m.4.cv1.conv,96.0,3.3399922461173945,62.01715148628031,96.0,0.0,8.0,1.2441699539322717,2.631159470873734,0.0,0.03356960630787604,0.7877741255035398,4.0,1.0090746568704478,0.0,1.0,2.071180106671873,3.2940415291770595,18.827070313765557,1.8149494563698074,under-trained,1.0,0.4246695833893259,0.8710794689053541,3.2940415291770595,1.9437018178827927
0,83,Conv2d,0.12211832021971547,-1.0,96.0,96.0,1.0,2.8296966568123842,0.6954231446007348,power_law,0.8912862993269908,True,1.7609981609924419,LAYER_TYPE.CONV2D,1.942228361349772,2.2338569056336506,0.2457589024344821,model.4.m.4.cv2.conv,864.0,1.042648634182735,171.33926739592377,864.0,0.0,162.0,2.245579414543446,0.8075848106172557,0.0,0.09231249652465302,0.7745512573852545,6.0,1.0090030842024547,0.0,9.0,0.14375454594959913,1.7609981609924419,97.29667593710744,1.327026058897278,success,2.0,0.710351685886623,0.5966198593380179,1.7609981609924419,0.3551659859382761
0,87,Conv2d,0.166623200970276,-1.0,96.0,96.0,1.0,7.448998927819923,2.2116479569643346,power_law,0.8709434408214782,True,1.9810954173884172,LAYER_TYPE.CONV2D,2.416499934886011,1.579447328349581,0.2969053933817133,model.4.m.5.cv1.conv,96.0,1.804864923636457,37.970588508550804,96.0,0.0,7.0,1.5900542879601147,1.6094518128004782,0.0,0.033111187482668655,0.8917297863807677,2.0,1.0086046030959983,0.0,1.0,2.4374924811905285,1.9810954173884172,19.166461229114145,1.4075139137459414,under-trained,0.0,0.37466210430600033,0.8108813432116766,1.9810954173884172,1.2607683461748964
